# type,question,difficulty,page,comment
# 難易度 : 1-本文中に記載あり 2-本文傍に記載あり 3-コラムや重要度が低いと独断したもの 4-知らなくて当然のもの

1,農業用薬剤散布車である普通自動車には、構造上[35]km/h以上の速度を出すことができないものがある,2,83
1,特定小型原動機付自転車は構造上[20]km/hをこえる速度を出すことができません,2,83
1,車両総重量[2000]kg以下の故障車などを、その[3]倍以上の車両総重量の車でけん引するときの法定速度は[40]km/hである,2,83
1,総排気量[125]cc以下または定格出力[1.00]kw以下の普通自動二輪車や一般原動機付自転車で、他の車をけん引するときの法定速度は[25]km/hである,2,83
1,「車両総重量が2000kgより大きいまたは車両総重量の3倍未満の車両総重量の車でけん引するとき」、もしくは「総排気量125ccより大きいかつ定格出力1.00kwより大きい普通自動二輪車や一般原動機付自転車で他の車をけん引するとき」の法定速度は[30]km/hである,2,83,ドモルガンすぎる
1,速度が[2]倍になると、空走距離は[2]倍になる,2,84
1,速度が[2]倍になると、制動距離は[4]倍になる,2,84
1,30~60km/hで走行中の安全な車間距離は、おおむね速度計の読みの数字から[15]を引いた距離(m)になります,2,85
1,一般に、ブレーキを操作してから概ね1mで止まれるような速度は、[10]km/h以下であると言われている,2,87
1,こう配の急な下り坂とは、一般に傾斜の度合いが[10]%以上の下り坂をいいます,2,88
1,初心運転者標識(初心者マーク)は、車の前と後ろの、地上[0.4]m以上、[1.2]m以下の位置につける,2,97
1,聴覚障がい者標識をつけて運転している人は、両耳の聴力が補聴器を用いても[10]mの距離で[90]デシベルの軽音機が聞こえない程度である,2,97
1,普通免許を通算して[2]年以上受けていた人が準中型免許を受けた場合、初心者マークの表示が免除される,2,97
1,大型、中型、準中型、普通免許を通算して1年以上受けていた人が免許を失効し、[6]ヶ月以内に再取得した場合、初心者マークの表示が免除される,2,97
1,不正改造車には整備命令標章がはられ、[15]日以内に必要な整備をしなければなりません,2,98
1,車を運転して集団で走行する際の"集団"とは、[2]台以上で走行する場合を指す,2,98
1,左側部分の幅が[6]m以上ある道路では、右側部分にはみ出して追い越しをしてはいけません。この場合、中央線が白の実戦で示されています,2,114
1,仮免許練習標識は、縦[17]cm以上、横[30]cm以上のものでなければならない,2,128
1,[70]歳未満の優良運転者および一般運転者の、運転免許証有効期間は、更新前の免許証の有効期間が満了した後の[5]回目の誕生日から[1]ヶ月が経過する日までの期間である,2,129
1,[70]歳の優良運転者および一般運転者の、運転免許証有効期間は、更新前の免許証の有効期間が満了した後の[4]回目の誕生日から[1]ヶ月が経過する日までの期間である,2,129
1,[71]歳以上の優良運転者および一般運転者の、運転免許証有効期間は、更新前の免許証の有効期間が満了した後の[3]回目の誕生日から[1]ヶ月が経過する日までの期間である,2,129
1,違反運転者等の運転免許証有効期間は、更新前の免許証の有効期間が満了した後の[3]回目の誕生日から[1]ヶ月が経過する日までの期間である,2,129
1,優良運転者とは、免許を受けていた期間が[5]年以上あり、更新前の過去[5]年間、無違反だったなどの条件を満たした人をいいます,2,129
1,違反運転者等とは、更新前の過去[5]年間に違反などの経験がある人(軽微な違反を[1]回以外した以外違反のない人を除く)または、免許を受けていた期間が[5]年未満の人をいう,2,129
1,優良運転者は誕生日前の[1]ヶ月の間であれば、住所地以外の公安委員会でも免許の更新手続きが受けられます,2,129
1,国外運転免許証の有効期間は、発給日から[1]年間です,2,129

1,エアバッグは、一般的に[30]km/h以上の速度で、固い障害物に[30]°以内の角度で衝突した場合に作動するようになっている,3,16
1,検査対象外軽自動車には、総排気量[250]cc以下の自動二輪車などが該当する,3,17
1,車の種類を特定する略称について、"大型バス"とは、乗車定員が[30]人以上の大型乗用自動車のことである,3,40
1,車の種類を特定する略称について、"軽"とは、長さ[3.40]m以下、幅[1.48]m以下、高さ[2.00]m以下、の普通自動車のことである(内燃機関を原動機とする自動車は、総排気量が[660]cc以下のものに限る),3,40
1,小型二輪車とは、総排気量[125]cc以下、または定格出力が[1.00]kw以下の普通自動二輪車のことである,3,40
1,特定中型自動車とは、車両総重量[8]t以上[11]t未満、最大積載量[5]t以上[6.5]t未満または、乗車定員[11]人以上[29]人以下の中型自動車のことである,3,40
1,列車が非常ブレーキをかけてから止まる距離は、特急電車(120km/h)の場合は約[550]mである(条件により変化する),3,79
1,列車が非常ブレーキをかけてから止まる距離は、特急客車(110km/h)の場合は約[500]mである(条件により変化する),3,79
1,列車が非常ブレーキをかけてから止まる距離は、高速貨車(100km/h)の場合は約[480]mである(条件により変化する),3,79
1,列車が非常ブレーキをかけてから止まる距離は、普通ディーゼル(90km/h)の場合は約[330]mである(条件により変化する),3,79
1,ミニカーとは、総排気量[50]cc以下、または定格出力が[0.60]kw以下の原動機を有する普通自動車をいいます,3,83
1,[50]km/hで走行している前車を[60]km/hで追い越すには、[516]mの距離が必要になる,3,115


# 法律/点数/罰金とかは後で
# 有効数字は後ほど計算するよ

# 126-127の上 はあとでやる、、、
# 130~140 もあとで

# 表示 -> 標示
